ID,Timestamp,X,Y,Z
2807,2024-09-06 14:06:47.532+00:00,0.259,-0.213,10.108
2807,2024-09-06 14:06:47.696+00:00,0.275,-0.215,10.113
2807,2024-09-06 14:06:47.852+00:00,0.256,-0.199,10.123
2807,2024-09-06 14:06:48.013+00:00,0.261,-0.199,10.123
2807,2024-09-06 14:06:48.174+00:00,0.266,-0.189,10.132
2807,2024-09-06 14:06:48.335+00:00,0.275,-0.206,10.087
2807,2024-09-06 14:06:48.496+00:00,0.263,-0.213,10.106
2807,2024-09-06 14:06:48.651+00:00,0.247,-0.194,10.108
2807,2024-09-06 14:06:48.814+00:00,0.259,-0.211,10.108
2807,2024-09-06 14:06:48.973+00:00,0.268,-0.196,10.099
2807,2024-09-06 14:06:49.135+00:00,0.254,-0.192,10.099
2807,2024-09-06 14:06:49.295+00:00,0.268,-0.192,10.123
2807,2024-09-06 14:06:49.456+00:00,0.249,-0.22,10.111
2807,2024-09-06 14:06:49.612+00:00,0.271,-0.204,10.116
2807,2024-09-06 14:06:49.775+00:00,0.261,-0.201,10.123
2807,2024-09-06 14:06:49.936+00:00,0.254,-0.208,10.127
2807,2024-09-06 14:06:50.096+00:00,0.278,-0.213,10.111
2807,2024-09-06 14:06:50.256+00:00,0.256,-0.22,10.116
2807,2024-09-06 14:06:50.416+00:00,0.278,-0.208,10.099
2807,2024-09-06 14:06:50.576+00:00,0.271,-0.182,10.099
2807,2024-09-06 14:06:50.732+00:00,0.273,-0.213,10.108
2807,2024-09-06 14:06:50.896+00:00,0.263,-0.201,10.108
2807,2024-09-06 14:06:51.055+00:00,0.251,-0.208,10.084
2807,2024-09-06 14:06:51.215+00:00,0.273,-0.201,10.099
2807,2024-09-06 14:06:51.376+00:00,0.259,-0.189,10.118
2807,2024-09-06 14:06:51.534+00:00,0.254,-0.189,10.111
2807,2024-09-06 14:06:51.696+00:00,0.266,-0.194,10.116
2807,2024-09-06 14:06:51.850+00:00,0.271,-0.208,10.101
2807,2024-09-06 14:06:52.016+00:00,0.266,-0.213,10.087
2807,2024-09-06 14:06:52.175+00:00,0.283,-0.208,10.096
2807,2024-09-06 14:06:52.332+00:00,0.259,-0.23,10.096
2807,2024-09-06 14:06:52.492+00:00,0.28,-0.208,10.096
2807,2024-09-06 14:06:52.653+00:00,0.249,-0.189,10.104
2807,2024-09-06 14:06:52.812+00:00,0.268,-0.204,10.12
2807,2024-09-06 14:06:52.976+00:00,0.268,-0.194,10.099
2807,2024-09-06 14:06:53.134+00:00,0.263,-0.196,10.099
2807,2024-09-06 14:06:53.296+00:00,0.271,-0.192,10.127
2807,2024-09-06 14:06:53.456+00:00,0.275,-0.213,10.106
2807,2024-09-06 14:06:53.612+00:00,0.256,-0.18,10.123
2807,2024-09-06 14:06:53.776+00:00,0.28,-0.201,10.116
2807,2024-09-06 14:06:53.933+00:00,0.256,-0.201,10.13
2807,2024-09-06 14:06:54.096+00:00,0.259,-0.213,10.104
2807,2024-09-06 14:06:54.254+00:00,0.278,-0.204,10.108
2807,2024-09-06 14:06:54.414+00:00,0.271,-0.215,10.104
2807,2024-09-06 14:06:54.576+00:00,0.261,-0.204,10.104
2807,2024-09-06 14:06:54.732+00:00,0.261,-0.196,10.096
2807,2024-09-06 14:06:54.895+00:00,0.266,-0.213,10.118
2807,2024-09-06 14:06:55.055+00:00,0.266,-0.201,10.101
2807,2024-09-06 14:06:55.213+00:00,0.247,-0.18,10.106
2807,2024-09-06 14:06:55.376+00:00,0.271,-0.199,10.116
2807,2024-09-06 14:06:55.533+00:00,0.266,-0.206,10.104
2807,2024-09-06 14:06:55.693+00:00,0.263,-0.192,10.104
2807,2024-09-06 14:06:55.855+00:00,0.263,-0.199,10.089
2807,2024-09-06 14:06:56.015+00:00,0.266,-0.192,10.113
2807,2024-09-06 14:06:56.175+00:00,0.28,-0.187,10.101
2807,2024-09-06 14:06:56.335+00:00,0.268,-0.218,10.12
2807,2024-09-06 14:06:56.496+00:00,0.287,-0.232,10.106
2807,2024-09-06 14:06:56.654+00:00,0.273,-0.208,10.099
2807,2024-09-06 14:06:56.814+00:00,0.242,-0.192,10.108
2807,2024-09-06 14:06:56.976+00:00,0.263,-0.194,10.099
2807,2024-09-06 14:06:57.135+00:00,0.263,-0.199,10.099
2807,2024-09-06 14:06:57.295+00:00,0.261,-0.199,10.106
2807,2024-09-06 14:06:57.453+00:00,0.273,-0.213,10.125
2807,2024-09-06 14:06:57.615+00:00,0.256,-0.206,10.099
2807,2024-09-06 14:06:57.775+00:00,0.273,-0.184,10.099
2807,2024-09-06 14:06:57.936+00:00,0.251,-0.182,10.118
2807,2024-09-06 14:06:58.095+00:00,0.266,-0.206,10.108
2807,2024-09-06 14:06:58.256+00:00,0.251,-0.211,10.111
2807,2024-09-06 14:06:58.412+00:00,0.251,-0.18,10.116
2807,2024-09-06 14:06:58.576+00:00,0.263,-0.196,10.113
2807,2024-09-06 14:06:58.736+00:00,0.261,-0.194,10.12
2807,2024-09-06 14:06:58.895+00:00,0.283,-0.201,10.108
2807,2024-09-06 14:06:59.055+00:00,0.256,-0.204,10.106
2807,2024-09-06 14:06:59.212+00:00,0.273,-0.201,10.118
2807,2024-09-06 14:06:59.376+00:00,0.249,-0.192,10.113
2807,2024-09-06 14:06:59.536+00:00,0.249,-0.192,10.108
2807,2024-09-06 14:06:59.696+00:00,0.271,-0.196,10.12
2807,2024-09-06 14:06:59.855+00:00,0.263,-0.215,10.116
2807,2024-09-06 14:07:00.014+00:00,0.287,-0.213,10.111
2807,2024-09-06 14:07:00.176+00:00,0.239,-0.168,10.12
2807,2024-09-06 14:07:00.335+00:00,0.294,-0.194,10.096
2807,2024-09-06 14:07:00.496+00:00,0.266,-0.215,10.111
2807,2024-09-06 14:07:00.652+00:00,0.256,-0.227,10.111
2807,2024-09-06 14:07:00.815+00:00,0.266,-0.204,10.127
2807,2024-09-06 14:07:00.972+00:00,0.254,-0.189,10.092
2807,2024-09-06 14:07:01.136+00:00,0.273,-0.189,10.111
2807,2024-09-06 14:07:01.296+00:00,0.266,-0.189,10.111
2807,2024-09-06 14:07:01.453+00:00,0.261,-0.213,10.101
2807,2024-09-06 14:07:01.612+00:00,0.259,-0.192,10.13
2807,2024-09-06 14:07:01.772+00:00,0.271,-0.18,10.104
2807,2024-09-06 14:07:01.936+00:00,0.263,-0.196,10.113
2807,2024-09-06 14:07:02.096+00:00,0.266,-0.206,10.101
2807,2024-09-06 14:07:02.256+00:00,0.268,-0.213,10.108
2807,2024-09-06 14:07:02.416+00:00,0.266,-0.177,10.113
2807,2024-09-06 14:07:02.573+00:00,0.273,-0.196,10.135
2807,2024-09-06 14:07:02.735+00:00,0.254,-0.22,10.123
2807,2024-09-06 14:07:02.893+00:00,0.273,-0.208,10.096
2807,2024-09-06 14:07:03.055+00:00,0.261,-0.204,10.13
2807,2024-09-06 14:07:03.216+00:00,0.271,-0.206,10.127
2807,2024-09-06 14:07:03.376+00:00,0.249,-0.206,10.13
2807,2024-09-06 14:07:03.534+00:00,0.278,-0.196,10.101
2807,2024-09-06 14:07:03.695+00:00,0.28,-0.208,10.116
2807,2024-09-06 14:07:03.855+00:00,0.275,-0.22,10.123
2807,2024-09-06 14:07:04.013+00:00,0.263,-0.206,10.113
2807,2024-09-06 14:07:04.172+00:00,0.271,-0.187,10.137
2807,2024-09-06 14:07:04.333+00:00,0.283,-0.211,10.104
2807,2024-09-06 14:07:04.494+00:00,0.285,-0.213,10.113
2807,2024-09-06 14:07:04.656+00:00,0.256,-0.213,10.104
2807,2024-09-06 14:07:04.813+00:00,0.256,-0.194,10.111
2807,2024-09-06 14:07:04.972+00:00,0.254,-0.194,10.106
2807,2024-09-06 14:07:05.136+00:00,0.263,-0.17,10.116
2807,2024-09-06 14:07:05.296+00:00,0.254,-0.201,10.096
2807,2024-09-06 14:07:05.456+00:00,0.266,-0.192,10.111
2807,2024-09-06 14:07:05.614+00:00,0.278,-0.204,10.118
2807,2024-09-06 14:07:05.772+00:00,0.244,-0.194,10.108
2807,2024-09-06 14:07:05.936+00:00,0.28,-0.194,10.118
2807,2024-09-06 14:07:06.096+00:00,0.261,-0.194,10.101
2807,2024-09-06 14:07:06.255+00:00,0.239,-0.189,10.116
2807,2024-09-06 14:07:06.416+00:00,0.287,-0.204,10.096
2807,2024-09-06 14:07:06.575+00:00,0.263,-0.213,10.111
2807,2024-09-06 14:07:06.736+00:00,0.261,-0.211,10.116
2807,2024-09-06 14:07:06.896+00:00,0.268,-0.201,10.101
2807,2024-09-06 14:07:07.052+00:00,0.251,-0.206,10.092
2807,2024-09-06 14:07:07.216+00:00,0.244,-0.175,10.111
2807,2024-09-06 14:07:07.376+00:00,0.249,-0.206,10.108
2807,2024-09-06 14:07:07.535+00:00,0.271,-0.208,10.108
2807,2024-09-06 14:07:07.693+00:00,0.266,-0.211,10.125
2807,2024-09-06 14:07:07.855+00:00,0.261,-0.201,10.113
2807,2024-09-06 14:07:08.014+00:00,0.263,-0.206,10.12
2807,2024-09-06 14:07:08.176+00:00,0.259,-0.192,10.092
2807,2024-09-06 14:07:08.333+00:00,0.273,-0.187,10.111
2807,2024-09-06 14:07:08.494+00:00,0.273,-0.208,10.101
2807,2024-09-06 14:07:08.655+00:00,0.251,-0.213,10.113
2807,2024-09-06 14:07:08.811+00:00,0.273,-0.201,10.099
2807,2024-09-06 14:07:08.972+00:00,0.244,-0.213,10.08
2807,2024-09-06 14:07:09.136+00:00,0.29,-0.208,10.092
2807,2024-09-06 14:07:09.296+00:00,0.275,-0.196,10.113
2807,2024-09-06 14:07:09.456+00:00,0.268,-0.206,10.12
2807,2024-09-06 14:07:09.612+00:00,0.271,-0.206,10.106
2807,2024-09-06 14:07:09.772+00:00,0.259,-0.194,10.13
2807,2024-09-06 14:07:09.933+00:00,0.273,-0.189,10.101
2807,2024-09-06 14:07:10.096+00:00,0.261,-0.189,10.104
2807,2024-09-06 14:07:10.256+00:00,0.268,-0.192,10.101
2807,2024-09-06 14:07:10.416+00:00,0.261,-0.215,10.106
2807,2024-09-06 14:07:10.573+00:00,0.247,-0.192,10.106
2807,2024-09-06 14:07:10.732+00:00,0.278,-0.204,10.108
2807,2024-09-06 14:07:10.892+00:00,0.256,-0.199,10.106
2807,2024-09-06 14:07:11.055+00:00,0.283,-0.208,10.106
2807,2024-09-06 14:07:11.216+00:00,0.256,-0.196,10.087
2807,2024-09-06 14:07:11.373+00:00,0.278,-0.215,10.101
2807,2024-09-06 14:07:11.533+00:00,0.256,-0.194,10.096
2807,2024-09-06 14:07:11.692+00:00,0.261,-0.194,10.096
2807,2024-09-06 14:07:11.856+00:00,0.273,-0.211,10.116
2807,2024-09-06 14:07:12.011+00:00,0.261,-0.206,10.125
2807,2024-09-06 14:07:12.171+00:00,0.275,-0.196,10.101
2807,2024-09-06 14:07:12.335+00:00,0.273,-0.192,10.106
2807,2024-09-06 14:07:12.494+00:00,0.285,-0.194,10.101
2807,2024-09-06 14:07:12.656+00:00,0.273,-0.204,10.106
2807,2024-09-06 14:07:12.812+00:00,0.266,-0.201,10.125
2807,2024-09-06 14:07:12.973+00:00,0.263,-0.215,10.113
2807,2024-09-06 14:07:13.132+00:00,0.266,-0.208,10.106
2807,2024-09-06 14:07:13.296+00:00,0.268,-0.172,10.094
2807,2024-09-06 14:07:13.456+00:00,0.263,-0.201,10.101
2807,2024-09-06 14:07:13.616+00:00,0.266,-0.213,10.094
2807,2024-09-06 14:07:13.774+00:00,0.266,-0.194,10.111
2807,2024-09-06 14:07:13.932+00:00,0.263,-0.182,10.116
2807,2024-09-06 14:07:14.096+00:00,0.271,-0.192,10.111
2807,2024-09-06 14:07:14.252+00:00,0.254,-0.201,10.108
2807,2024-09-06 14:07:14.412+00:00,0.271,-0.213,10.101
2807,2024-09-06 14:07:14.573+00:00,0.256,-0.204,10.118
2807,2024-09-06 14:07:14.735+00:00,0.259,-0.194,10.099
2807,2024-09-06 14:07:14.892+00:00,0.259,-0.196,10.135
2807,2024-09-06 14:07:15.053+00:00,0.275,-0.215,10.106
2807,2024-09-06 14:07:15.212+00:00,0.256,-0.199,10.104
2807,2024-09-06 14:07:15.375+00:00,0.268,-0.211,10.111
2807,2024-09-06 14:07:15.533+00:00,0.287,-0.199,10.108
2807,2024-09-06 14:07:15.696+00:00,0.263,-0.199,10.113
2807,2024-09-06 14:07:15.852+00:00,0.285,-0.215,10.104
2807,2024-09-06 14:07:16.014+00:00,0.266,-0.22,10.099
2807,2024-09-06 14:07:16.173+00:00,0.28,-0.239,10.111
2807,2024-09-06 14:07:16.333+00:00,0.261,-0.18,10.029
2807,2024-09-06 14:07:16.495+00:00,0.249,-0.213,10.106
2807,2024-09-06 14:07:16.652+00:00,0.254,-0.182,10.12
2807,2024-09-06 14:07:16.814+00:00,0.256,-0.187,10.101
2807,2024-09-06 14:07:16.976+00:00,0.259,-0.187,10.101
2807,2024-09-06 14:07:17.133+00:00,0.271,-0.196,10.127
2807,2024-09-06 14:07:17.293+00:00,0.256,-0.175,10.07
2807,2024-09-06 14:07:17.453+00:00,0.294,-0.22,10.104
2807,2024-09-06 14:07:17.616+00:00,0.294,-0.148,10.238
2807,2024-09-06 14:07:17.774+00:00,0.23,-0.244,10.108
2807,2024-09-06 14:07:17.933+00:00,0.053,-0.194,10.127
2807,2024-09-06 14:07:18.094+00:00,0.127,-0.019,10.151
2807,2024-09-06 14:07:18.255+00:00,0.486,-0.065,10.068
2807,2024-09-06 14:07:18.412+00:00,0.127,-0.117,10.168
2807,2024-09-06 14:07:18.576+00:00,0.316,-0.156,10.127
2807,2024-09-06 14:07:18.736+00:00,0.251,-0.215,9.972
2807,2024-09-06 14:07:18.896+00:00,0.268,-0.251,10.053
2807,2024-09-06 14:07:19.055+00:00,0.242,-0.206,10.08
2807,2024-09-06 14:07:19.216+00:00,0.249,-0.249,10.094
2807,2024-09-06 14:07:19.372+00:00,0.254,-0.232,10.116
2807,2024-09-06 14:07:19.535+00:00,0.256,-0.204,10.104
2807,2024-09-06 14:07:19.696+00:00,0.256,-0.204,10.108
2807,2024-09-06 14:07:19.853+00:00,0.247,-0.223,10.125
2807,2024-09-06 14:07:20.016+00:00,0.242,-0.177,10.104
2807,2024-09-06 14:07:20.173+00:00,0.268,-0.172,10.127
2807,2024-09-06 14:07:20.334+00:00,0.273,-0.23,10.101
2807,2024-09-06 14:07:20.493+00:00,0.275,-0.232,10.125
2807,2024-09-06 14:07:20.656+00:00,0.247,-0.184,10.12
2807,2024-09-06 14:07:20.813+00:00,0.259,-0.196,10.13
2807,2024-09-06 14:07:20.972+00:00,0.254,-0.199,10.096
2807,2024-09-06 14:07:21.135+00:00,0.256,-0.204,10.123
2807,2024-09-06 14:07:21.292+00:00,0.256,-0.206,10.101
2807,2024-09-06 14:07:21.456+00:00,0.249,-0.189,10.106
2807,2024-09-06 14:07:21.616+00:00,0.256,-0.187,10.12
2807,2024-09-06 14:07:21.772+00:00,0.261,-0.206,10.094
2807,2024-09-06 14:07:21.936+00:00,0.285,-0.206,10.101
2807,2024-09-06 14:07:22.096+00:00,0.268,-0.201,10.106
2807,2024-09-06 14:07:22.254+00:00,0.259,-0.17,10.092
2807,2024-09-06 14:07:22.413+00:00,0.268,-0.199,10.094
2807,2024-09-06 14:07:22.574+00:00,0.268,-0.22,10.116
2807,2024-09-06 14:07:22.732+00:00,0.263,-0.223,10.106
2807,2024-09-06 14:07:22.896+00:00,0.275,-0.177,10.108
2807,2024-09-06 14:07:23.054+00:00,0.268,-0.201,10.116
2807,2024-09-06 14:07:23.216+00:00,0.28,-0.223,10.094
2807,2024-09-06 14:07:23.373+00:00,0.256,-0.218,10.123
2807,2024-09-06 14:07:23.532+00:00,0.263,-0.172,10.104
2807,2024-09-06 14:07:23.696+00:00,0.254,-0.18,10.108
2807,2024-09-06 14:07:23.856+00:00,0.285,-0.215,10.092
2807,2024-09-06 14:07:24.016+00:00,0.247,-0.199,10.106
2807,2024-09-06 14:07:24.176+00:00,0.273,-0.206,10.101
2807,2024-09-06 14:07:24.335+00:00,0.294,-0.206,10.113
2807,2024-09-06 14:07:24.492+00:00,0.271,-0.223,10.116
2807,2024-09-06 14:07:24.656+00:00,0.268,-0.204,10.094
2807,2024-09-06 14:07:24.814+00:00,0.251,-0.192,10.094
2807,2024-09-06 14:07:24.973+00:00,0.287,-0.196,10.118
2807,2024-09-06 14:07:25.132+00:00,0.266,-0.204,10.12
2807,2024-09-06 14:07:25.293+00:00,0.259,-0.196,10.101
2807,2024-09-06 14:07:25.456+00:00,0.256,-0.17,10.096
2807,2024-09-06 14:07:25.614+00:00,0.244,-0.175,10.113
2807,2024-09-06 14:07:25.775+00:00,0.278,-0.201,10.111
2807,2024-09-06 14:07:25.934+00:00,0.261,-0.23,10.111
2807,2024-09-06 14:07:26.096+00:00,0.273,-0.208,10.099
2807,2024-09-06 14:07:26.253+00:00,0.249,-0.182,10.113
2807,2024-09-06 14:07:26.412+00:00,0.261,-0.201,10.087
2807,2024-09-06 14:07:26.574+00:00,0.259,-0.208,10.127
2807,2024-09-06 14:07:26.736+00:00,0.273,-0.194,10.113
2807,2024-09-06 14:07:26.896+00:00,0.263,-0.218,10.125
2807,2024-09-06 14:07:27.054+00:00,0.263,-0.201,10.108
2807,2024-09-06 14:07:27.215+00:00,0.235,-0.16,10.101
2807,2024-09-06 14:07:27.374+00:00,0.242,-0.175,10.113
2807,2024-09-06 14:07:27.533+00:00,0.271,-0.172,10.108
2807,2024-09-06 14:07:27.696+00:00,0.251,-0.184,10.099
2807,2024-09-06 14:07:27.855+00:00,0.235,-0.208,10.125
2807,2024-09-06 14:07:28.016+00:00,0.249,-0.168,10.118
2807,2024-09-06 14:07:28.176+00:00,0.266,-0.182,10.108
2807,2024-09-06 14:07:28.335+00:00,0.271,-0.194,10.111
2807,2024-09-06 14:07:28.496+00:00,0.271,-0.189,10.123
2807,2024-09-06 14:07:28.655+00:00,0.249,-0.23,10.12
2807,2024-09-06 14:07:28.815+00:00,0.263,-0.208,10.113
2807,2024-09-06 14:07:28.973+00:00,0.239,-0.201,10.125
2807,2024-09-06 14:07:29.132+00:00,0.275,-0.218,10.099
2807,2024-09-06 14:07:29.295+00:00,0.242,-0.204,10.118
2807,2024-09-06 14:07:29.456+00:00,0.278,-0.194,10.106
2807,2024-09-06 14:07:29.616+00:00,0.249,-0.182,10.12
2807,2024-09-06 14:07:29.776+00:00,0.263,-0.215,10.106
2807,2024-09-06 14:07:29.934+00:00,0.256,-0.213,10.118
2807,2024-09-06 14:07:30.093+00:00,0.266,-0.223,10.092
2807,2024-09-06 14:07:30.252+00:00,0.271,-0.189,10.099
2807,2024-09-06 14:07:30.413+00:00,0.263,-0.208,10.094
2807,2024-09-06 14:07:30.574+00:00,0.254,-0.206,10.099
2807,2024-09-06 14:07:30.733+00:00,0.275,-0.192,10.113
2807,2024-09-06 14:07:30.894+00:00,0.271,-0.189,10.106
2807,2024-09-06 14:07:31.052+00:00,0.266,-0.206,10.099
2807,2024-09-06 14:07:31.212+00:00,0.263,-0.184,10.106
2807,2024-09-06 14:07:31.376+00:00,0.263,-0.175,10.116
2807,2024-09-06 14:07:31.534+00:00,0.256,-0.189,10.106
2807,2024-09-06 14:07:31.695+00:00,0.268,-0.199,10.123
2807,2024-09-06 14:07:31.856+00:00,0.242,-0.17,10.104
2807,2024-09-06 14:07:32.012+00:00,0.278,-0.213,10.104
2807,2024-09-06 14:07:32.175+00:00,0.266,-0.204,10.127
2807,2024-09-06 14:07:32.335+00:00,0.261,-0.213,10.116
2807,2024-09-06 14:07:32.492+00:00,0.254,-0.223,10.101
2807,2024-09-06 14:07:32.653+00:00,0.263,-0.208,10.116
2807,2024-09-06 14:07:32.812+00:00,0.249,-0.189,10.111
2807,2024-09-06 14:07:32.976+00:00,0.283,-0.225,10.111
2807,2024-09-06 14:07:33.135+00:00,0.235,-0.182,10.101
2807,2024-09-06 14:07:33.296+00:00,0.242,-0.177,10.113
2807,2024-09-06 14:07:33.454+00:00,0.273,-0.192,10.096
2807,2024-09-06 14:07:33.611+00:00,0.273,-0.175,10.099
2807,2024-09-06 14:07:33.776+00:00,0.271,-0.215,10.108
2807,2024-09-06 14:07:33.934+00:00,0.283,-0.239,10.125
2807,2024-09-06 14:07:34.096+00:00,0.29,-0.263,10.106
2807,2024-09-06 14:07:34.256+00:00,0.287,-0.215,10.106
2807,2024-09-06 14:07:34.415+00:00,0.278,-0.225,10.108
2807,2024-09-06 14:07:34.572+00:00,0.268,-0.22,10.111
2807,2024-09-06 14:07:34.736+00:00,0.263,-0.206,10.127
